Ammonia (ppm),CO2 (ppm),Temperature (°C),Humidity (%),Egg Production (eggs/hen/day),Egg Production Category
5.67998079,1117.913676,29.14972239,50.13359532,6.124891329,High
48.42569163,866.7253248,28.40710223,73.37644091,3.60047819,Low
16.29018706,1063.509804,33.72043615,72.48664244,4.491694647,High
35.42118296,1270.129784,30.11661607,85.06043679,4.302078353,High
36.79834414,1040.501569,26.05599506,81.53963614,4.873504624,High
32.45033377,1005.239646,32.93570577,86.92332313,2.67521127,Low
19.08083274,1545.629806,22.71594349,83.44167364,6.572740253,High
17.19933142,1465.989668,28.16355136,83.43469474,3.967174115,Low
31.89507272,1716.561179,34.25825558,43.18616633,3.140690473,Low
43.97430351,724.9302681,29.38096445,82.29809763,4.13897544,High
47.6030178,1336.198467,32.25452676,70.37391973,2.011969384,Low
9.765761198,1294.831135,29.80341088,59.02222259,5.624813164,High
11.96728757,928.5542785,32.59056295,42.82573122,5.091773912,High
47.51313165,1126.297821,34.1673182,73.88368874,1.990323001,Low
38.14408528,833.4296436,24.09382591,56.41008753,6.946577891,High
44.73472212,541.1354759,22.54491622,63.38881325,6.135185643,High
14.11846854,663.4620581,27.25986125,74.08642185,7.828675266,High
31.4413642,479.3731989,30.5279364,85.58872735,5.320849991,High
36.55128175,1461.218278,23.4078688,81.27184578,4.655718796,High
35.60503485,1423.236568,20.06152176,62.52985646,6.29559878,High
23.36682609,1916.030832,25.14402674,59.38915787,5.464429043,High
5.692770126,1540.453303,34.53289003,51.98898694,4.235334606,High
31.23167256,388.4779259,30.42451191,58.62133756,6.755070525,High
16.38956926,1803.216796,26.01988166,45.55231936,5.215705638,High
25.26144108,1766.547777,22.88864146,88.55527542,5.414426364,High
48.09114568,1053.644545,25.34134511,68.6958722,5.425116605,High
22.95658929,1295.967186,22.5475915,46.39029214,7.615786621,High
42.7910723,1959.333165,21.59458732,57.64030046,5.574238411,High
13.48432726,1204.917419,33.60113559,67.35195718,3.829937027,Low
35.26072241,1839.047108,34.96475508,66.64428183,1.37947237,Low
48.96531295,441.1658883,22.46171659,41.77516844,7.490309356,High
9.585189539,624.7881768,20.81783838,87.54205171,8.948665684,High
5.3743974,1049.283404,24.94596661,53.76878407,8.12276405,High
24.51122567,1294.086574,26.92488771,40.80923345,5.165596836,High
9.168146737,1687.587348,23.07231871,43.82220045,7.622964131,High
38.67729574,1980.045596,24.52137368,69.00974516,3.499845953,Low
46.15468987,961.047544,23.01306104,46.88927603,6.474781427,High
24.53094377,380.6065814,31.61390853,42.08623964,7.00831326,High
16.6420239,1661.991556,30.68866915,58.98132332,4.321693342,High
24.54814936,1327.447222,29.52427274,71.13805962,4.707420048,High
37.5551518,637.5228601,25.80826786,45.59199024,6.302563505,High
5.407437271,1141.208376,33.63561412,55.66639161,4.421156348,High
31.52542953,1561.927417,34.54298812,60.88803358,2.889844779,Low
32.59812582,1609.700038,22.60458969,47.97300489,5.815284856,High
33.69597111,1149.3513,23.34518962,65.30369492,6.159412122,High
15.8909936,818.8647012,27.88446542,44.26070435,7.49914283,High
37.13237255,1955.362389,21.36875854,42.32592482,5.150553763,High
9.112616885,1427.716439,26.54672598,65.99176836,6.239700683,High
13.96716514,994.0037829,28.72686897,52.39484864,6.369130176,High
44.4861521,776.7874811,27.83110357,44.76869039,5.676069692,High
38.24254178,1542.875071,24.96362875,61.19562937,4.729903741,High
5.618549931,711.7118575,28.13668709,85.75703698,6.549574331,High
16.17693172,591.9069813,34.38201431,76.20962233,4.329360629,High
14.64829173,1200.717611,23.09026106,80.78079577,7.264788469,High
17.18628476,792.9785675,29.82247038,83.59569944,5.30199893,High
16.14018966,1369.138746,20.65095041,88.63138707,7.67117247,High
7.813683308,500.4957473,20.99624607,78.16232868,9.333926426,High
25.65232325,1413.399878,28.27742336,70.4203961,4.169723906,High
37.97300637,781.6040976,21.5740877,58.27129402,7.481582354,High
32.30292761,300.4129885,20.33520183,49.08216183,9.196395258,High
35.27922509,515.791298,22.57269496,74.3329937,8.150539492,High
8.651713034,1887.146142,28.47273756,89.74749931,3.971850713,Low
47.81708196,1774.502886,30.55011432,63.36793423,2.189641959,Low
42.73213252,697.1353545,23.03717846,76.1839684,7.440063111,High
41.22906433,1623.232238,30.02389156,64.7546225,3.343956051,Low
42.03427123,1334.571708,22.73714497,61.59667117,6.707419117,High
46.97197287,1950.538009,29.2018614,60.51528068,3.108983806,Low
29.49142848,935.1296212,26.1793952,65.23123415,5.753144797,High
14.0126908,1458.483041,29.80699264,58.34478309,5.468381351,High
32.75526235,408.0107281,34.92579129,77.43866609,4.982356364,High
38.42966722,973.6204896,34.06725448,83.71360133,3.703233856,Low
38.2062827,1938.490024,20.06422637,84.14426533,5.704600592,High
28.46520609,1216.267487,33.28158147,51.38493567,4.315793067,High
8.08064237,789.3951557,20.99736193,84.79545694,8.570729331,High
21.70008223,504.4606373,34.29569879,57.07756159,4.757122702,High
46.43449738,1495.998178,24.22738519,55.46538327,4.832646893,High
31.30020094,1396.255274,25.73052246,76.33780287,4.26417211,High
29.22493745,935.6958131,21.37457308,55.234817,8.521690896,High
17.09840815,1916.600298,21.68409137,42.64832028,6.512038698,High
21.5802014,337.7447821,30.90110848,58.68088862,7.147215415,High
45.29057401,816.3305478,34.16498354,76.07328002,2.416099754,Low
34.99083714,1865.818127,29.16122742,56.34792101,3.884807703,Low
40.4324162,845.5902451,30.73775023,71.4779528,4.088874245,High
25.44554404,728.8298176,31.42954617,73.00597221,4.438895164,High
33.36112488,1208.174697,23.94221412,76.68680059,6.712753141,High
16.17726239,1700.462975,20.67844446,84.85652332,7.14320296,High
36.74573736,475.3494935,20.02809116,61.62822496,8.776918508,High
24.24206002,1903.135206,25.25973924,48.32160383,5.154241679,High
24.91454817,1651.623898,23.62196342,55.94628577,6.165265063,High
34.21950461,608.1254344,20.93476588,61.60836276,8.357491172,High
47.13262797,1510.413534,22.69292439,75.69457347,4.604634771,High
7.880285597,954.4298285,21.86748347,40.65610628,8.817732761,High
42.11344568,983.9009527,33.72317571,55.78926917,4.37414663,High
18.15723997,1631.593157,22.1040082,78.99212905,7.653985017,High
24.97637545,1936.734174,28.06472696,73.54288517,4.468771342,High
5.986099795,515.3149838,28.89658933,76.58699868,7.408460241,High
18.5470735,1015.071403,28.15234187,80.59053847,5.516115674,High
27.61840592,1117.600734,21.48584651,79.16178594,6.655795617,High
7.527923481,939.7300888,24.78197543,74.10915831,7.161226649,High
27.09930782,917.4215103,20.76905499,61.98307662,7.76317973,High
46.7199783,388.8567349,25.93504871,89.17991644,7.097756694,High
9.742694815,1465.415655,22.82898397,68.45365978,7.967406711,High
39.39983276,1041.564509,28.424488,50.13846047,5.489902929,High
23.4351974,631.1494645,30.39212591,54.64064276,5.575183985,High
34.48281715,1687.256954,27.9817979,74.6781228,4.159771371,High
16.71064691,1664.353272,26.51355045,86.23697826,4.737647897,High
12.17715181,1126.865768,25.81000131,48.93600646,6.039185631,High
12.22081764,807.366124,32.62537652,44.11732479,5.947817737,High
8.172137554,1384.757634,23.29052098,84.0765524,6.432233993,High
13.35410172,789.8586308,31.01327509,85.76389895,5.029290431,High
34.88987232,701.2134816,31.36223487,53.81896727,4.942825617,High
44.67607753,1541.874912,26.28800011,58.86428622,4.069599056,High
41.63565585,368.5529075,24.45950899,73.00939987,7.065942289,High
35.83104394,461.1064008,27.05812229,56.49650104,6.697703018,High
9.969433853,311.5398958,21.39820889,83.85793541,8.543922594,High
18.01343508,560.003417,20.68895048,45.37893514,10.32519656,High
18.94130939,417.2830148,21.67404799,41.89911105,9.086483521,High
16.24806259,1992.864025,22.80717547,50.42431034,5.575030779,High
28.17525469,790.9769489,27.56265231,54.30438891,6.190123272,High
29.09992167,553.7556215,32.73704954,45.64632956,5.349283796,High
21.05986888,709.6936386,23.53463498,43.28452147,9.031028264,High
20.92051214,1891.413472,34.02743016,77.78038568,2.242022414,Low
42.28500191,1184.272379,34.32361863,48.2138283,3.239075732,Low
40.51817817,920.1907637,34.38356907,85.69610995,2.941984737,Low
18.85081243,1784.765478,32.56344102,58.39998307,3.366627246,Low
46.12047997,971.4834599,25.45737561,73.53029049,5.49805534,High
47.87667577,869.5145689,21.09025867,51.27010574,6.248290288,High
19.70341439,652.3802883,28.53228098,52.01613842,6.6851024,High
20.9491227,942.2546006,28.38022166,68.73546014,6.460389519,High
27.7535369,838.3634052,32.74963651,68.03214626,6.421227973,High
47.35043656,1451.416731,34.93986576,78.4364614,0.776801287,Low
44.43437449,792.2905979,27.6223596,77.89066528,5.260718874,High
9.615558316,1281.239569,25.17806047,73.53438823,6.347113753,High
22.67288345,412.0166806,22.78852567,62.45652829,9.680460151,High
29.90170354,625.1915664,20.07199737,84.53201931,7.565400712,High
27.64096126,992.5889617,27.63670539,71.12892451,5.931653652,High
13.72383806,1892.813732,28.33278,89.50992452,3.234542593,Low
43.6467547,941.3283757,32.3740772,80.9684909,3.144129202,Low
35.46233523,1428.926006,27.56865452,42.21549056,4.936968394,High
42.70587687,733.6482781,33.74702523,56.02969535,4.387553965,High
43.64439257,515.9570792,29.42125215,68.59378582,4.749031439,High
38.67601341,399.5122201,32.60504357,76.07347689,4.995883804,High
24.76447706,819.2029475,22.22452602,67.51682489,7.815064809,High
32.47460398,568.0237456,32.83004195,79.30652112,4.641475994,High
12.21644328,595.8177616,30.12715782,54.13278264,7.255905673,High
35.31404379,1593.290824,22.55349549,49.19560256,5.356477118,High
13.06639651,326.9247206,22.84645337,42.69583419,10.09027552,High
36.22773157,1248.277214,33.89750929,68.66568723,2.565040037,Low
15.33191723,945.084347,20.48323041,74.42997603,8.957603529,High
10.28980851,1161.135,26.93802415,56.30748586,6.82296143,High
12.43780206,1256.811403,24.70212935,70.67920924,6.63549991,High
5.089646085,832.7250806,29.9761616,42.60786154,6.640048839,High
37.3432828,801.6850623,32.59444081,44.96466731,4.963487642,High
37.95804721,1546.783144,25.40567182,75.08773861,5.215550875,High
28.17200075,1781.17088,26.40353131,58.40348526,4.373503334,High
12.26132605,627.3887752,34.72876677,73.56670156,4.375688803,High
8.759945188,465.9518929,31.75874765,81.58605601,6.517859062,High
5.86080349,1826.252871,33.45806196,82.63112187,2.340147586,Low
12.45866796,894.8222882,26.58143331,48.60838227,6.688068168,High
45.08849907,1237.239564,23.51114306,64.31427862,5.10011729,High
15.86915788,911.2233457,26.17795198,76.69633618,6.489057855,High
20.94220972,513.8639718,30.74137877,78.69902981,5.160601399,High
9.740546802,1301.863796,21.64145607,79.23379904,6.56273231,High
15.00625871,1192.739448,24.05703658,51.40836672,6.751207761,High
28.36510569,645.0890506,20.69953851,49.62674089,9.110407468,High
32.34887074,1068.177376,26.48521608,69.50062341,4.974852384,High
16.04085414,1654.810757,32.41168604,77.05428989,3.153609331,Low
7.597947165,1303.724375,20.36995532,55.95697578,9.455877009,High
22.59647911,464.759456,30.1298529,45.23525784,6.67240904,High
15.53915169,1231.636545,33.98743812,75.83731915,3.918057001,Low
14.87992655,1494.655109,23.55391792,54.98489157,6.327800238,High
48.19382612,1647.59579,30.40452261,48.31813622,3.989135034,Low
32.73352187,1369.499884,34.62652852,47.38617642,2.717994811,Low
30.05952994,559.5188797,34.4341709,55.74547738,4.518772583,High
23.70987966,1507.294553,23.5239379,69.6339033,6.708586815,High
24.302495,1451.481138,21.5049658,57.92011193,6.881153873,High
29.34072517,341.525701,22.22423807,41.03309258,9.085923459,High
36.33934132,999.9710349,30.53053503,44.84542173,4.686177761,High
36.59657433,866.0154198,30.88638313,54.52516236,4.644306068,High
12.72622585,1438.000509,30.11354842,72.98522411,4.879169685,High
27.50507384,667.4308809,25.04117582,44.92575367,7.855488322,High
23.53811428,1304.482269,22.5466541,68.03284268,6.46785245,High
44.17371348,1852.450135,28.71141638,45.99429354,2.870063043,Low
33.41385145,1656.264033,27.25520669,50.58076637,4.224033984,High
28.96268299,1866.478152,30.93251221,48.60942638,2.566340351,Low
10.1927589,1963.460144,26.62040118,43.36143178,4.614877649,High
32.25370502,318.1392159,25.07959542,73.56649087,7.604411447,High
10.27417576,1358.66017,24.40217866,63.17017737,7.354211629,High
20.1742959,1001.826976,23.1720548,81.55267204,7.540484018,High
11.42788842,1761.752634,23.98619564,44.944542,5.319355143,High
36.14331412,728.0849934,21.42245658,47.23664667,7.942661856,High
14.28134512,1967.750131,25.20285516,55.32288657,4.832072223,High
22.63367179,1343.303548,20.54854719,78.29329935,7.22314789,High
45.30536499,1649.013584,22.79620771,55.28794116,4.983171688,High
14.19423725,445.5192398,31.20155667,60.42093537,6.826319903,High
27.85122788,611.8784041,24.88203483,55.08017831,7.507891237,High
23.86722475,1589.286244,30.02355525,44.01121459,3.492774458,Low
5.815581847,337.3770875,30.75326263,86.97168114,6.285511383,High
40.67411511,1688.692576,28.71778014,67.4269496,3.327928615,Low
8.107065784,323.7133318,34.38046612,79.39165941,5.790302238,High
26.34147594,1417.102026,20.321598,72.91785461,6.291047254,High
30.23052327,920.6596644,31.07978976,65.71271395,3.940733449,Low
33.27919055,1339.54125,34.38179966,44.48391283,3.180862488,Low
35.98842332,1483.253392,32.93407594,72.13667726,1.90928207,Low
16.39725726,882.2078726,22.51839038,47.7685178,7.57051921,High
5.44904495,483.5361618,24.90230459,60.71915847,8.552830625,High
37.55496481,418.3979752,22.5867776,71.45565717,7.536086341,High
29.10454697,1301.191238,29.01962546,79.11145002,3.915073298,Low
42.62529664,1185.114101,30.68281973,74.25225879,3.156747392,Low
41.96247633,1561.741716,24.75610654,73.57667645,4.586945123,High
42.94967755,1166.550367,28.09259861,47.45211046,4.482512145,High
26.8292597,1018.157843,30.36380855,57.306427,5.102298734,High
20.01327781,976.748203,26.32009725,42.14561363,6.816663988,High
40.62011912,344.9597344,32.81023296,75.97384466,4.700352873,High
25.30823509,870.4472429,31.57324903,87.62929907,4.908235853,High
13.25489884,1959.234268,20.96998316,53.20551951,7.183305108,High
43.47383088,1785.04448,29.31687949,44.38483546,3.917564177,Low
44.71519445,859.942714,23.52988326,63.77850384,6.828893242,High
25.98393903,1299.252189,28.36277397,82.83491116,4.756047023,High
8.406487729,1740.404467,34.35332664,67.59870976,2.924178673,Low
22.45217405,1050.166372,33.18593007,42.33885751,4.480621921,High
41.15919468,330.5283684,26.06774605,88.71361203,5.947498822,High
45.57983128,426.6677851,24.37270788,81.4324955,6.629475239,High
14.15627341,1167.667626,23.51608617,46.57970385,8.019124889,High
8.013812541,1948.046939,27.98772305,86.08988783,3.922267024,Low
44.48077039,1478.456222,21.7137268,62.53441443,5.735633779,High
22.52322225,420.5575254,28.23912512,58.59489953,6.750407195,High
29.37924339,621.9134888,20.02000459,63.05266653,8.82483331,High
48.56296154,1611.249343,24.85774446,81.72859784,3.682766249,Low
7.995412756,1730.447592,23.29901471,72.97398391,6.020394802,High
34.17431034,1350.080797,34.56828185,42.96242262,2.721406536,Low
8.334744016,1395.519388,30.90863479,87.88021856,4.7136936,High
21.89610178,348.1736657,25.24480071,47.38920667,8.339248531,High
41.17165453,1708.501441,21.3926763,77.27839759,5.046832685,High
24.50625047,1640.067854,27.75200892,71.80682652,4.563514813,High
49.87320593,740.359745,23.20171822,49.3764024,6.570318591,High
30.15766782,1504.750424,28.04644319,48.53660381,5.361209675,High
19.45229687,665.2528309,32.53043531,83.51637969,4.48048823,High
14.90500967,368.5612738,29.23688828,60.98474617,7.133379805,High
20.77342404,641.9321224,29.50682629,72.72882571,5.36845754,High
21.76399732,603.6690905,28.11545434,65.20355019,6.492317452,High
8.092115498,874.1715944,33.90898449,76.36767585,4.007184423,High
21.63083897,1011.364145,33.97854027,63.96211875,4.496083567,High
25.89073339,1164.516116,27.69084802,54.36899576,6.065048663,High
37.52319885,1110.481588,24.58639231,58.16916855,6.455660904,High
34.55282681,760.1468301,26.89380509,82.95388472,5.739282018,High
36.89445449,349.5901366,22.79836868,63.40173465,7.608616502,High
5.376365684,1328.672758,29.54516473,50.67246661,5.496667133,High
14.79503298,972.7662107,27.50138504,86.7302694,6.794781058,High
34.77579298,807.7426676,21.54950717,79.83002282,8.002110961,High
26.77952157,1773.799773,22.96471672,42.7833073,6.129620793,High
5.239106405,1569.463623,27.19447934,89.9471481,5.084013651,High
41.20225891,1758.201432,33.31383486,74.74633482,2.318718747,Low
39.7764308,1141.470751,28.49586081,48.01332995,4.571960536,High
29.67886233,522.5831286,30.223025,51.85838406,6.181240048,High
7.99084966,1483.576441,25.08542825,74.62227406,6.991209332,High
39.49317723,650.3254259,28.5711709,78.98805276,4.855408713,High
31.26711145,1050.090437,26.71069734,51.95179716,6.3988302,High
40.18819897,410.5013412,29.88694869,52.84844269,6.106814306,High
38.82861466,1703.024284,20.75863349,55.35603474,5.998051686,High
41.13509324,514.0990898,27.39950324,69.90091824,5.500461021,High
28.31036299,1835.265762,24.43988938,48.59080892,4.947947455,High
11.31460332,1769.192024,24.89277592,45.21215994,6.368535348,High
35.2020863,1089.7907,34.41376147,73.94320445,2.245653357,Low
32.92132033,1565.425947,22.74042219,78.95489699,5.587229422,High
38.40139342,1353.056625,24.66867879,65.04647022,5.642809529,High
12.64464527,1665.228592,27.64838864,58.19163551,5.771571338,High
13.773884,1034.068671,32.94540422,61.60213568,4.12832594,High
45.06842827,1635.874423,26.25005125,59.42039169,4.76953018,High
38.74900093,1086.176589,31.15797921,87.99924541,4.33049985,High
45.87028199,1899.641839,32.84561147,78.40449526,1.390504658,Low
39.14218945,1126.832571,24.65024534,50.40436074,5.567040278,High
31.87198877,1086.452762,25.89125275,59.2094576,5.817875415,High
34.43597317,1634.622165,25.34834336,67.20061457,4.736643092,High
45.01075658,1696.682076,32.49283713,70.6492931,2.030492773,Low
31.04630395,1242.631494,20.66520293,63.4091948,7.205667815,High
33.45760959,605.6562829,24.62631633,80.50633175,6.958367991,High
12.04145222,1095.188993,30.19112836,78.38030097,5.237231496,High
26.32645491,1945.723255,28.48165249,65.25789593,3.775130625,Low
37.23787004,1580.076528,26.54434039,82.72146934,3.829960228,Low
17.19242142,1678.976427,28.09922341,77.55447652,4.332476164,High
14.10143812,355.803348,22.96376879,78.92909244,8.527596328,High
19.12220637,1095.361086,26.46074932,87.82003897,6.817171699,High
15.86752826,1399.255927,27.52554476,53.32334706,6.515931756,High
14.67106867,1711.055562,33.51783683,53.38240812,3.698983326,Low
24.11828793,383.7652111,23.91252744,84.44761278,8.526499192,High
45.85273312,1749.146106,33.01742753,78.61131867,1.830847169,Low
27.8176841,1232.281592,29.66362101,86.32727707,4.309556345,High
13.45641714,635.43375,20.30511247,43.15650802,9.048862073,High
8.463725122,839.333868,30.86947005,71.38785386,5.778465955,High
36.32702653,779.280238,20.53327816,47.23141691,8.052957464,High
22.2259444,1202.460358,34.9607169,65.19485991,2.825132208,Low
41.9823926,387.8656558,33.08955032,47.78734659,4.199455895,High
34.67798459,569.5114694,24.46015621,46.40392545,7.807312132,High
40.83086527,1681.578174,23.86116845,40.60841727,5.487033669,High
17.23757177,525.4267843,25.72161623,71.51194062,7.056845671,High
36.15615151,696.7736581,25.34250448,57.95113083,6.363931894,High
16.88278931,1070.73003,25.58506728,45.25941424,7.714303144,High
47.25808158,1179.10551,24.77414819,56.14188889,4.98495441,High
33.63684267,1598.137815,29.3170011,48.44720457,4.143237266,High
19.60303101,1060.465125,22.46395496,87.08474158,7.023147731,High
17.1280338,1642.769856,32.68971939,56.00024429,3.884319632,Low
13.59169633,1351.188722,32.18603726,56.69767616,4.100219212,High
36.25884315,492.269557,27.14724812,81.99290017,6.163528028,High
14.84220258,565.7634453,32.79094948,72.38778806,5.625683664,High
31.78864697,1042.957333,23.70717605,75.50858037,6.517418966,High
16.90857621,974.7119683,20.26348184,71.8000902,8.429637827,High
34.78860252,1564.025258,29.28811888,87.3098142,3.472192071,Low
41.67228778,1287.253138,26.8686411,50.35004158,6.070171339,High
40.01113594,959.8262377,28.50746819,89.45196209,5.719159916,High
39.23830989,590.2924819,33.49009114,81.54780888,3.559907953,Low
13.44750826,685.623074,34.5488836,69.44862944,3.743619279,Low
8.977322614,1278.351731,29.5167971,73.11858122,5.674767304,High
36.45269728,1019.845968,31.46083385,72.44129383,4.043723398,High
21.57562462,1175.376765,21.2571265,42.9198112,8.565451994,High
24.45558019,590.15164,22.41073377,50.90082493,8.69812403,High
6.401709176,1426.940629,30.99807207,88.07354423,4.494442746,High
16.68094022,1749.315859,26.47048185,66.71822144,5.656265586,High
6.515438174,738.4971615,26.68947906,58.91768016,8.346426742,High
44.56335977,1135.574184,24.62911522,78.10192317,4.556630584,High
15.95285074,1958.396459,29.11034575,66.22594713,3.519638782,Low
30.08017263,866.5109589,22.77747568,40.65813857,7.763767495,High
6.75406943,1311.578786,29.40374419,76.81187984,5.430996914,High
35.00813261,453.3326903,22.60698286,76.610878,7.61562397,High
19.53623056,1330.225504,20.95739052,48.25743561,8.027475184,High
45.40636341,452.3740146,24.95536533,87.83300442,6.779716507,High
44.9653185,1930.70024,23.46710513,51.19540658,5.38764878,High
19.63807783,1516.626509,33.33487458,62.88746837,3.716087863,Low
45.54324031,1639.87164,20.82430181,45.73679806,5.554901362,High
49.82709531,1496.977413,22.64920539,70.16411597,4.942958359,High
42.14370489,1302.539361,28.23079408,58.772556,4.305370567,High
43.01921065,1064.851728,27.21600786,57.65867311,5.358680311,High
16.20539312,1759.234746,20.68778028,81.34884386,6.732033909,High
30.95160795,1926.620635,20.10878642,40.47808564,7.48217902,High
8.026516129,1148.361494,34.82101913,79.89733854,3.726942128,Low
9.271307157,1883.609584,29.88252051,68.57242829,4.325386025,High
49.95016754,1291.665947,25.48109196,89.30492567,5.366089325,High
19.69876622,1215.253118,27.05648371,69.47216103,5.48556367,High
38.66827604,1072.620646,23.99825181,42.76895671,6.639064578,High
41.29992739,655.7891946,25.17310676,42.53226632,6.448407638,High
43.6110472,306.3234234,29.73566701,84.15764932,5.343991154,High
49.89327338,710.5605857,33.24217698,82.06070728,2.780239345,Low
15.86734184,1166.529392,22.76195035,57.29450378,8.122499397,High
6.815787209,945.9319188,32.60542258,70.90162421,5.341346973,High
23.50361831,1062.424888,21.82334944,64.47956785,7.095674489,High
10.85363014,1967.101973,23.22488335,88.35820276,5.908769334,High
6.009165012,895.4630301,20.55762932,87.49804504,8.781199011,High
21.21920722,1068.710997,22.11217793,89.19195043,7.560534646,High
40.2682213,526.9764373,33.75954718,83.32243903,3.264491811,Low
30.47813111,381.5281451,26.8915812,85.47757954,6.82042341,High
19.07500951,1618.196175,21.16498793,50.86393894,7.529752865,High
34.44539025,1270.161398,34.39590257,81.55033945,2.275941387,Low
15.44081811,1593.19817,33.18488462,75.44285566,2.647738892,Low
5.647165073,554.7667581,31.32023781,88.13932544,6.12844663,High
39.39590239,1272.108911,34.00209188,68.56309142,3.228155313,Low
33.06843882,731.1922064,23.30194131,44.25835834,8.271409251,High
39.3036181,687.7050887,32.5455394,69.86994456,3.98413399,Low
6.752210751,319.5942239,30.34986795,74.3290464,6.490116985,High
42.67038325,521.5792301,33.04638874,51.01605144,4.373494865,High
32.878679,825.7557895,31.95367349,59.70566918,4.390100216,High
30.35279078,498.693893,25.19742595,69.9251707,7.450464868,High
33.10763217,1975.959349,31.61597806,58.70528687,2.381299789,Low
43.89949611,824.6755025,23.93684454,58.74738586,6.123041003,High
31.4121428,521.5507094,24.92888245,46.65433196,8.226671602,High
31.14276709,638.4399318,21.61858576,87.03733615,7.709872265,High
49.58056207,1299.095488,34.02614924,77.52471922,2.08214959,Low
39.05285752,408.8739906,24.36505045,40.06217194,6.956357852,High
24.90322125,1766.138021,27.80933698,78.2806642,2.802016083,Low
36.832865,1934.549455,25.86999255,76.98974963,2.969692193,Low
22.51537123,719.4706151,34.39892181,40.48654801,4.765610993,High
15.29939581,1065.161957,25.02573756,58.48021488,7.415558738,High
31.85833446,337.6285668,31.67818732,70.33738452,4.350498822,High
46.76819442,1389.207382,32.83124232,62.63753259,3.2774782,Low
46.8112784,1003.674299,26.53409746,78.89930594,4.899155139,High
20.38573751,759.0993924,25.67257722,61.27291663,7.915430338,High
28.74548598,651.623088,31.21618731,47.69314847,5.19777532,High
14.52361544,1411.839232,33.6934397,88.82078121,3.517623196,Low
49.80339993,1007.568953,31.323976,52.10199964,3.798057272,Low
49.15030585,605.4207914,23.40689548,75.88461553,6.900725325,High
34.22790184,1471.485439,33.32461621,47.15781558,2.988197172,Low
41.19863269,1260.622881,25.81372501,56.45063069,5.482300091,High
37.17950726,1759.742493,28.64344118,62.10138042,4.037577348,High
31.69211986,499.7090281,32.47153429,49.61160023,5.056695513,High
7.400659865,1635.633223,22.82592151,62.49797882,7.082086647,High
25.46439541,1444.978538,31.76765204,47.85814115,3.105433602,Low
35.3653836,495.5185926,28.94244197,67.95032695,6.250206015,High
35.48892262,1481.195241,33.40012463,73.18566263,3.456744018,Low
21.79051783,1050.630391,22.57955603,43.1217142,7.25069421,High
47.3761394,1906.474135,26.31023356,83.55660605,2.908351941,Low
12.53106645,540.7392961,32.49264639,49.25704425,6.699273933,High
27.51617508,1392.816764,20.28847555,51.26812127,7.442361363,High
36.08977894,949.3660773,21.6830205,73.067492,7.113072683,High
36.37111127,1926.58494,34.85847819,63.43755302,1.106480318,Low
34.18875305,860.957322,24.20591268,64.96977996,6.493402174,High
17.38796961,1935.716046,34.63314791,46.40774923,2.597722994,Low
12.02929559,1832.525947,22.73797327,80.28679109,6.027191236,High
33.61731471,759.6515,25.41641665,70.85271231,5.867131394,High
31.96859523,1666.021021,31.29304167,46.76910217,3.413222661,Low
13.07102046,1992.527143,29.86667611,58.69996835,4.71165946,High
36.73126155,729.5271037,28.716836,80.52049664,4.969355086,High
25.48273963,1042.521188,27.94848764,68.4177523,4.969291814,High
35.04922662,1184.307252,32.65160665,45.43243896,3.799085355,Low
42.68151859,801.3829309,23.52422844,58.63885229,6.375806224,High
12.63777929,325.9502274,26.6370639,52.13471992,7.713226098,High
5.86151906,674.2197151,22.33178438,65.87327768,9.111067979,High
40.05961639,779.2927034,28.93912394,82.16805644,4.458194446,High
32.43638413,1054.119492,23.75816636,61.81335674,6.293867681,High
36.48378063,590.8742133,25.00763097,61.66710152,7.035144912,High
42.71697387,1784.532406,27.06876075,85.26754512,2.402520069,Low
41.12649207,1498.348926,20.40155879,68.80927063,5.279539672,High
48.24140661,444.8408119,21.37906904,68.30955437,7.953772344,High
29.11707855,1405.157167,30.28893831,53.09549459,3.319823553,Low
26.98230347,1411.21601,26.43454971,70.38613739,4.702026298,High
23.084924,1925.575995,32.97185333,68.79552337,1.527215576,Low
11.91609693,305.1354813,30.42008005,59.84257352,6.927980471,High
30.76732548,721.4851647,20.12151412,89.53477829,8.105542967,High
17.46556359,1877.245515,29.25068496,84.09454825,3.671303311,Low
46.45883805,1884.627656,21.40587299,77.4793145,5.832391293,High
31.24358619,1524.996913,31.7139977,66.86727942,3.779739776,Low
31.67780812,1601.797646,34.87261532,63.10299009,1.723090978,Low
20.97160974,455.5210285,27.96798191,49.24486976,6.766557984,High
7.339520839,1173.588919,30.2416925,55.2868737,7.160944865,High
6.428469442,693.6910852,23.55971241,78.69803999,8.880605837,High
24.05008149,608.0706741,26.56396616,62.6874477,7.35310058,High
8.805442014,1677.515609,32.84142998,84.11347583,3.407424077,Low
32.308113,529.5648324,22.51134422,47.39555682,8.460911068,High
44.64378525,1096.707783,23.98303408,65.4173548,5.030101213,High
44.73116674,1895.583007,26.68150513,72.3482842,3.299378011,Low
34.65704346,615.9144945,30.68373338,65.84242282,5.248966067,High
14.50543242,1962.58882,25.63825932,84.46134458,4.216776629,High
43.83485741,1990.289576,33.9159842,89.47816409,0.29405621,Low
44.87420459,1244.549163,21.41685577,45.79173292,7.383888252,High
13.84941132,589.2426583,25.56206296,46.4977452,8.167882864,High
38.18417386,837.3783095,30.63431185,46.51620568,6.03100267,High
